;êîõòï í1
T0050	0204	7400	0122	7600	0005	0000
T0051	0204	7400	0222	7600	0005	0000
T0052	0204	7400	0322	7600	0005	0000
T0053	0204	7400	0422	7600	0005	0000
T0054	0204	7400	0522	7600	0005	0000
T0055	0204	7400	0622	7600	0005	0000
T0056	0204	7400	0722	7600	0005	0000
T0057	0204	7400	1022	7600	0005	0000
T0058	0204	7400	1122	7600	0005	0000
T0059	0204	7400	1222	7600	0005	0000
T0060	0204	7400	1322	7600	0005	0000
T0061	0204	7400	1422	7600	0005	0000
T0062	0204	7400	1522	7600	0005	0000
T0063	0204	7400	1622	7600	0005	0000
T0064	0204	7400	1722	7600	0005	0000
T0065	0204	7400	2022	7600	0005	0000
T0066	0204	7400	2122	7600	0005	0000
T0067	0204	7400	2222	7600	0005	0000
T0068	0204	7400	2322	7600	0005	0000
T0069	0204	7400	2422	7600	0005	0000
T0070	0204	7400	2522	7600	0005	0000
T0071	0204	7400	2622	7600	0005	0000
T0072	0204	7400	2722	7600	0005	0000
T0073	0204	7400	0023	7600	0005	0000
T0074	0204	7400	0123	7600	0005	0000
T0075	0204	7400	0223	7600	0005	0000
T0076	0204	7400	0323	7600	0005	0000
T0077	0204	7400	0423	7600	0005	0000
T0078	0204	7400	0523	7600	0005	0000
T0079	0204	7400	0623	7600	0005	0000
T0080	0204	7400	0723	7600	0005	0000
T0081	0204	7400	1023	7600	0005	0000
T0082	0204	7400	1123	7600	0005	0000
T0083	0204	7400	1223	7600	0005	0000
T0084	0204	7400	1323	7600	0005	0000
T0085	0204	7400	1423	7600	0005	0000
T0086	0204	7400	1523	7600	0005	0000
T0087	0204	7400	1623	7600	0005	0000
T0088	0204	7400	1723	7600	0005	0000
T0089	0204	7400	2023	7600	0005	0000
T0090	0204	7400	2123	7600	0005	0000
T0091	0204	7400	2223	7600	0005	0000
T0092	0204	7400	2323	7600	0005	0000
T0093	0204	7400	2423	7600	0005	0000
T0094	0204	7400	2523	7600	0005	0000
T0095	0204	7400	2623	7600	0005	0000
T0096	0204	7400	2723	7600	0005	0000
T0097	0204	7400	0024	7600	0005	0000
T0098	0204	7400	0124	7600	0005	0000
T0099	0204	7400	0224	7600	0005	0000
T0100	0204	7400	0324	7600	0005	0000
T0101	0204	7400	0424	7600	0005	0000
T0102	0204	7400	0524	7600	0005	0000
T0103	0204	7400	0624	7600	0005	0000
T0104	0204	7400	0724	7600	0005	0000
T0105	0204	7400	1024	7600	0005	0000
T0106	0204	7400	1124	7600	0005	0000
T0107	0204	7400	1224	7600	0005	0000
T0108	0204	7400	1324	7600	0005	0000
T0109	0204	7400	1424	7600	0005	0000
T0110	0204	7400	1524	7600	0005	0000
T0111	0204	7400	1624	7600	0005	0000
T0112	0204	7400	1724	7600	0005	0000
T0113	0204	7400	2024	7600	0005	0000
T0114	0204	7400	2124	7600	0005	0000
T0115	0204	7400	2224	7600	0005	0000
T0116	0204	7400	2324	7600	0005	0000
T0117	0204	7400	2424	7600	0005	0000
T0118	0204	7400	2524	7600	0005	0000
T0119	0204	7400	2624	7600	0005	0000
T0120	0204	7400	2724	7600	0005	0000
T0121	0204	7400	0025	7600	0005	0000
T0122	0204	7400	0125	7600	0005	0000
T0123	0204	7400	0225	7600	0005	0000
T0124	0204	7400	0325	7600	0005	0000
T0125	0204	7400	0425	7600	0005	0000
T0126	0204	7400	0525	7600	0005	0000
T0127	0204	7400	0625	7600	0005	0000
T0128	0204	7400	0725	7600	0005	0000
T0129	0204	7400	1025	7600	0005	0000
T0130	0204	7400	1125	7600	0005	0000
T0131	0204	7400	1225	7600	0005	0000
T0132	0204	7400	1325	7600	0005	0000
T0133	0204	7400	1425	7600	0005	0000
T0134	0204	7400	1525	7600	0005	0000
T0135	0204	7400	1625	7600	0005	0000
T0136	0204	7400	1725	7600	0005	0000
T0137	0204	7400	2025	7600	0005	0000
T0138	0204	7400	2125	7600	0005	0000
T0139	0204	7400	2225	7600	0005	0000
T0140	0204	7400	2325	7600	0005	0000
T0141	0204	7400	2425	7600	0005	0000
T0142	0204	7400	2525	7600	0005	0000
T0143	0204	7400	2625	7600	0005	0000
T0144	0204	7400	2725	7600	0005	0000
T0145	0204	7400	0026	7600	0005	0000
T0146	0204	7400	0126	7600	0005	0000
T0147	0204	7400	0226	7600	0005	0000
T0148	0204	7400	0326	7600	0005	0000
T0149	0204	7400	0426	7600	0005	0000
T0150	0204	7400	0526	7600	0005	0000
T0151	0204	7400	0626	7600	0005	0000
T0152	0204	7400	0726	7600	0005	0000
T0153	0204	7400	1026	7600	0005	0000
T0154	0204	7400	1126	7600	0005	0000
T0155	0204	7400	1226	7600	0005	0000
T0156	0204	7400	1326	7600	0005	0000
T0157	0204	7400	1426	7600	0005	0000
T0158	0204	7400	1526	7600	0005	0000
T0159	0204	7400	1626	7600	0005	0000
T0160	0204	7400	1726	7600	0005	0000
T0161	0204	7400	2026	7600	0005	0000
T0162	0204	7400	2126	7600	0005	0000
T0163	0204	7400	2226	7600	0005	0000
T0164	0204	7400	2326	7600	0005	0000
T0165	0204	7400	2426	7600	0005	0000
T0166	0204	7400	2526	7600	0005	0000
T0167	0204	7400	2626	7600	0005	0000
T0168	0204	7400	2726	7600	0005	0000
T0169	0204	7400	0027	7600	0005	0000
T0170	0204	7400	0127	7600	0005	0000
T0171	0204	7400	0227	7600	0005	0000
T0172	0204	7400	0327	7600	0005	0000
T0173	0204	7400	0427	7600	0005	0000
T0174	0204	7400	0527	7600	0005	0000
T0175	0204	7400	0627	7600	0005	0000
T0176	0204	7400	0727	7600	0005	0000
T0177	0204	7400	1027	7600	0005	0000
T0178	0204	7400	1127	7600	0005	0000
T0179	0204	7400	1227	7600	0005	0000
T0180	0204	7400	1327	7600	0005	0000
T0181	0204	7400	1427	7600	0005	0000
T0182	0204	7400	1527	7600	0005	0000
T0183	0204	7400	1627	7600	0005	0000
T0184	0204	7400	1727	7600	0005	0000
T0185	0204	7400	2027	7600	0005	0000
T0186	0204	7400	2127	7600	0005	0000
T0187	0204	7400	2227	7600	0005	0000
T0188	0204	7400	2327	7600	0005	0000
T0189	0204	7400	2427	7600	0005	0000
T0190	0204	7400	2527	7600	0005	0000
T0191	0204	7400	2627	7600	0005	0000
T0192	0204	7400	2727	7600	0005	0000
7700

